System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 45
Recording date:	 05/04/2009
Recording time:	 13:25:19
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:02:01

Participant:	 P43
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1970.34med_resized.jpg																	
37	13:25:19.037	00:00:00.037	0	442.2595	404.5058	0.5861856	0.5094448	737.4401	3.625787	0	468.5893	444.0306	0.3299967	0.5186273	744.9653	3.80633	0	0	455	424						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		315	242	37147	7354518160	
57	13:25:19.057	00:00:00.057	1	507.7784	438.4206	0.5862505	0.5092271	737.4401	3.655537	0	524.734	386.7527	0.3300085	0.5183733	744.9653	3.90146	0	0	516	413						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		376	231	57147	7354538160	
77	13:25:19.077	00:00:00.077	2	474.7054	451.3969	0.586533	0.5091742	737.4401	3.720295	0	469.9265	412.1783	0.3301327	0.5181598	744.9653	3.770426	0	0	472	432						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		332	250	77021	7354558034	
97	13:25:19.097	00:00:00.097	3	468.1049	441.777	0.5869067	0.5092005	734.2742	3.745903	0	488.8028	384.382	0.3304291	0.5180831	744.178	3.786245	0	0	478	413						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		338	231	97058	7354578071	
117	13:25:19.117	00:00:00.116	4	495.3888	413.2246	0.5873901	0.5092392	734.2742	3.787933	0	510.6053	546.3835	0.3308043	0.5179375	744.178	4.033393	0	0	503	480						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		363	298	116915	7354597928	
137	13:25:19.137	00:00:00.136	5	470.0528	474.068	0.5878713	0.5093083	734.2742	3.73395	0	464.1826	389.7571	0.3312446	0.5178869	744.178	3.877069	0	0	467	432						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		327	250	136788	7354617801	
157	13:25:19.157	00:00:00.156	6	470.5631	398.6735	0.588503	0.509563	734.2742	3.883699	0	455.5883	451.6173	0.3318251	0.5178751	744.178	3.720524	0	0	463	425						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		323	243	156772	7354637785	
177	13:25:19.177	00:00:00.176	7	484.9073	453.774	0.5891245	0.509768	734.2742	3.771207	0	471.1691	423.3662	0.3323861	0.517854	744.178	3.91382	0	0	478	439						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		338	257	176776	7354657789	
197	13:25:19.197	00:00:00.196	8	469.171	418.5244	0.5896925	0.5099789	735.674	3.787313	0	469.4637	454.4171	0.3328385	0.5179938	744.6819	3.876458	0	0	469	436						1970.34med_resized.jpg	0	1000	659	140	182	369	276	598	0	Content		329	254	196645	7354677658	
