System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 50
Recording date:	 05/04/2009
Recording time:	 14:00:49
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:02:03

Participant:	 48
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1968.173med.JPG																	
22	14:00:49.022	00:00:00.021	0	731.3615	309.0929	0.4755121	0.4935219	788.3468	3.984302	0	759.3068	369.0495	0.2471788	0.5321237	782.4191	3.729654	0	0	745	339						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		697	291	21742	9483671800	
42	14:00:49.042	00:00:00.041	1	751.6378	295.9219	0.475235	0.4929227	788.3468	3.95177	0	727.6855	393.3004	0.2467905	0.5315772	782.4191	3.933723	0	0	740	345						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		692	297	41735	9483691793	
62	14:00:49.062	00:00:00.061	2	746.9377	295.9843	0.4751087	0.4926051	788.3468	4.031607	0	742.2852	390.644	0.2466274	0.5312198	782.4191	3.902839	0	0	745	343						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		697	295	61610	9483711668	
82	14:00:49.082	00:00:00.081	3	741.6824	305.0347	0.474989	0.4923481	783.9772	4.014596	0	738.8952	389.9399	0.2464619	0.5310179	781.2354	3.8449	0	0	740	347						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		692	299	81646	9483731704	
102	14:00:49.102	00:00:00.101	4	729.7518	299.8504	0.4748321	0.4922164	783.9772	3.959051	0	719.9355	341.3997	0.2462219	0.5310343	781.2354	3.766493	0	0	725	321						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		677	273	101529	9483751587	
122	14:00:49.122	00:00:00.121	5	735.4785	362.9128	0.4746351	0.4921927	783.9772	4.021533	0	726.1932	333.3953	0.2460641	0.5311044	781.2354	3.807972	0	0	731	348						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		683	300	121508	9483771566	
141	14:00:49.141	00:00:00.141	6	791.1273	309.8407	0.4737237	0.4919777	783.9772	3.92083	0	843.9407	330.9498	0.2453392	0.5309612	781.2354	3.966496	0	0	818	320						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		770	272	141370	9483791428	
161	14:00:49.161	00:00:00.161	7	870.8087	288.9048	0.47295	0.4918427	783.9772	3.905144	0	892.0114	362.598	0.2447122	0.5308977	781.2354	3.866402	0	0	881	326						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		833	278	161364	9483811422	
181	14:00:49.181	00:00:00.181	8	900.3222	299.1065	0.4727747	0.4918292	787.1096	3.904692	0	941.2925	360.2494	0.2445451	0.5309797	780.6981	3.936065	0	0	921	330						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		873	282	181255	9483831313	
201	14:00:49.201	00:00:00.201	9	893.7709	243.0683	0.4727186	0.4919111	787.1096	4.065947	0	907.2059	342.7701	0.2444435	0.5311149	780.6981	3.900651	0	0	900	293						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		852	245	201239	9483851297	
221	14:00:49.221	00:00:00.221	10	889.4819	303.9417	0.4727144	0.4921307	787.1096	3.98542	0	906.9615	323.6593	0.2444006	0.5313348	780.6981	3.906472	0	0	898	314						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		850	266	221114	9483871172	
241	14:00:49.241	00:00:00.241	11	886.6364	253.8401	0.4726735	0.4925716	787.1096	4.033411	0	876.578	378.9622	0.2443352	0.5317255	780.6981	4.041599	0	0	882	316						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		834	268	241117	9483891175	
261	14:00:49.261	00:00:00.261	12	905.6707	231.9246	0.4726356	0.4929646	787.1096	4.083443	0	881.8775	333.4323	0.2443103	0.5321463	780.6981	3.951454	0	0	894	283						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		846	235	261024	9483911082	
281	14:00:49.281	00:00:00.280	13	903.4907	251.4099	0.4727122	0.4932844	786.0391	4.051226	0	882.3937	340.9713	0.2443379	0.5324646	778.7892	3.982811	0	0	893	296						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		845	248	280982	9483931040	
301	14:00:49.301	00:00:00.300	14	911.9204	301.2784	0.4726799	0.493352	786.0391	4.03491	0	917.6255	302.989	0.2443408	0.5324017	778.7892	3.963254	0	0	915	302						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		867	254	300862	9483950920	
321	14:00:49.321	00:00:00.320	15	901.8362	250.9357	0.4725279	0.4931395	786.0391	4.066244	0	906.481	339.4254	0.2441964	0.5322254	778.7892	4.002058	0	0	904	295						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		856	247	320856	9483970914	
341	14:00:49.341	00:00:00.340	16	881.623	246.9865	0.4723511	0.4928105	786.0391	4.098674	0	896.6076	319.1069	0.2440142	0.5318484	778.7892	4.091378	0	0	889	283						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		841	235	340734	9483990792	
361	14:00:49.361	00:00:00.360	17	849.4632	268.0945	0.4727792	0.4923092	786.0391	4.113782	0	878.0765	306.3539	0.2445321	0.5313212	778.7892	3.967774	0	0	864	287						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		816	239	360737	9484010795	
381	14:00:49.381	00:00:00.380	18	835.0747	270.0896	0.4748338	0.4917391	786.5422	4.131482	0	869.0076	313.3218	0.2469654	0.5306582	781.7529	4.02484	0	0	852	292						1968.173med.JPG	0	1183	928	48	48	786	269	399	0	Content		804	244	380610	9484030668	
401	14:00:49.401	00:00:00.400	19	506.3419	301.6672	0.47566	0.491817	786.5422	4.097283	0	462.48	249.8577	0.2481424	0.5304232	781.7529	4.160348	0		484	276						1968.173med.JPG	0	1183	928	48	48				0	Content		436	228	400604	9484050662	
