System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 65
Recording date:	 05/04/2009
Recording time:	 16:19:34
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:02:09

Participant:	 P63
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1970.34med_resized.jpg																	
40	16:19:34.040	00:00:00.039	0	710.7281	82.33279	0.651987	0.2510472	553.4178	4.464709	0	713.1226	94.46727	0.3363359	0.2635288	550.3979	4.670416	0		712	88						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		572	-94	39797	17808512937	
60	16:19:34.060	00:00:00.059	1	757.7015	-75.62878	0.6503431	0.2495932	553.4178	4.526359	0	816.4313	-56.631	0.3351674	0.2622558	550.3979	4.536495	0		787	-66						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		647	-248	59684	17808532824	
80	16:19:34.080	00:00:00.079	2	797.3327	-151.55	0.649926	0.2494955	542.7936	4.414621	0	844.1187	-105.6687	0.334104	0.2624458	535.0955	4.44752	0		821	-129						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		681	-311	79694	17808552834	
100	16:19:34.100	00:00:00.099	3	798.0604	-61.83572	0.6495031	0.2495738	542.7936	4.381108	0	818.9489	-37.05155	0.3332452	0.2626568	535.0955	4.595631	0		809	-49						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		669	-231	99584	17808572724	
119	16:19:34.119	00:00:00.119	4	786.0938	-69.23168	0.6494244	0.2495768	542.7936	4.527004	0	813.2631	-20.78254	0.332798	0.2626859	535.0955	4.544869	0		800	-45						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		660	-227	119427	17808592567	
139	16:19:34.139	00:00:00.139	5	786.225	-84.11922	0.6498926	0.2494095	542.7936	4.467426	0	832.9889	-37.65984	0.3329622	0.2624892	535.0955	4.563059	0		810	-61						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		670	-243	139429	17808612569	
159	16:19:34.159	00:00:00.159	6	837.9121	-107.8213	0.6496204	0.2486656	542.7936	4.515228	0	896.8978	-29.51158	0.3327644	0.2613369	535.0955	4.545783	0		867	-69						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		727	-251	159427	17808632567	
179	16:19:34.179	00:00:00.179	7	837.46	-114.9995	0.6479391	0.2479261	541.9199	4.484418	0	892.4982	4.775134	0.3310832	0.2605973	528.6237	4.498669	0		865	-55						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		725	-237	179293	17808652433	
199	16:19:34.199	00:00:00.199	8	1088.622	-116.5684	0.6481599	0.2471232	540.9775	4.487014	0	-1280	-1024	0.6481599	0.2471232	-1	-1	4		1089	-117						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		949	-299	199299	17808672439	
219	16:19:34.219	00:00:00.219	9	1094.933	-98.81841	0.648868	0.2462669	536.2791	4.477918	0	-1280	-1024	0.648868	0.2462669	-1	-1	4		1095	-99						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		955	-281	219167	17808692307	
239	16:19:34.239	00:00:00.239	10	1079.435	-54.70909	0.6493348	0.2460783	531.6997	4.491002	0	1068.787	8.864046	0.3324356	0.2579576	528.6237	4.481135	0		1074	-23						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		934	-205	239048	17808712188	
259	16:19:34.259	00:00:00.259	11	1016.864	96.23495	0.6501502	0.2469936	528.0558	4.42743	0	1044.986	83.01861	0.3338528	0.259557	528.6237	4.559913	0		1031	90						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		891	-92	259050	17808732190	
279	16:19:34.279	00:00:00.278	12	1023.652	7.913405	0.6528876	0.2502918	553.0775	4.654192	0	1065.91	-4.203339	0.3378706	0.2620501	548.9913	4.730518	0		1045	2						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		905	-180	278920	17808752060	
299	16:19:34.299	00:00:00.298	13	689.7131	445.3647	0.6536208	0.2517243	553.0775	4.60429	0	722.8146	416.6308	0.3379721	0.2636608	548.9913	4.735475	0		706	431						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		566	249	298917	17808772057	
319	16:19:34.319	00:00:00.318	14	689.0021	433.5777	0.6535299	0.2529112	553.0775	4.653017	0	701.93	435.2733	0.3371069	0.2648068	548.9913	4.70457	0		695	434						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		555	252	318920	17808792060	
339	16:19:34.339	00:00:00.338	15	688.9294	431.3411	0.6530983	0.2534788	553.0775	4.616305	0	692.5125	429.3946	0.3363533	0.2653739	548.9913	4.784132	0		691	430						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		551	248	338789	17808811929	
359	16:19:34.359	00:00:00.358	16	685.5844	425.848	0.6526601	0.253519	553.0775	4.70749	0	703.3774	428.0658	0.3355789	0.2654162	548.9913	4.729704	0		694	427						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		554	245	358667	17808831807	
379	16:19:34.379	00:00:00.378	17	683.4684	418.2493	0.6522336	0.2528501	554.525	4.725405	0	701.1292	421.8432	0.3349325	0.2646771	550.7986	4.74881	0		692	420						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		552	238	378671	17808851811	
399	16:19:34.399	00:00:00.398	18	686.3888	425.0858	0.6518158	0.2518628	554.525	4.668495	0	712.9266	437.3947	0.3344018	0.2638191	550.7986	4.847663	0		700	431						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		560	249	398544	17808871684	
419	16:19:34.419	00:00:00.418	19	680.2283	423.8878	0.6515859	0.2508521	554.525	4.748497	0	704.6678	416.0239	0.3339625	0.2628795	550.7986	4.865294	0		692	420						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		552	238	418538	17808891678	
439	16:19:34.439	00:00:00.438	20	686.69	339.5358	0.6516188	0.2503108	554.525	4.769711	0	721.9959	407.1898	0.3339425	0.2624102	550.7986	4.900543	0		704	373						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		564	191	438540	17808911680	
458	16:19:34.458	00:00:00.458	21	671.4573	408.9704	0.6518741	0.2503645	554.525	4.840578	0	702.3616	429.6817	0.3340749	0.262549	550.7986	4.893801	0		687	419						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		547	237	458460	17808931600	
478	16:19:34.478	00:00:00.478	22	670.6317	385.9896	0.6526008	0.2510897	554.5002	4.87813	0	708.7047	422.2041	0.3348009	0.2633053	548.6886	4.868857	0		690	404						1970.34med_resized.jpg	0	1000	659	140	182				0	Content		550	222	478451	17808951591	
498	16:19:34.498	00:00:00.498	23	495.6767	449.4207	0.6547023	0.2523814	554.5002	4.851021	0	507.4063	480.5828	0.33766	0.2644902	548.6886	4.863057	0	0	502	465						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		362	283	498316	17808971456	
518	16:19:34.518	00:00:00.518	24	499.2198	465.8817	0.6552315	0.2530929	554.5002	4.854755	0	511.1191	484.8448	0.3379601	0.2650592	548.6886	5.00505	0	0	505	475						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		365	293	518186	17808991326	
538	16:19:34.538	00:00:00.538	25	489.3019	434.1686	0.6553168	0.2533534	554.5002	4.824053	0	509.9418	474.4722	0.3378229	0.2654464	548.6886	5.023643	0	0	500	454						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		360	272	538179	17809011319	
558	16:19:34.558	00:00:00.558	26	503.8759	431.8616	0.6550071	0.2532867	554.5002	4.784328	0	502.2357	487.9925	0.3374058	0.2654004	548.6886	4.896717	0	0	503	460						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		363	278	558172	17809031312	
578	16:19:34.578	00:00:00.578	27	503.5486	436.6581	0.6543953	0.252874	551.8915	4.751128	0	503.6544	485.3539	0.3366391	0.2650788	548.9493	4.977463	0	0	504	461						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		364	279	578040	17809051180	
598	16:19:34.598	00:00:00.598	28	502.6765	471.816	0.6535251	0.252418	551.8915	4.790531	0	499.5185	495.9183	0.3357487	0.2648068	548.9493	4.958666	0	0	501	484						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		361	302	598041	17809071181	
618	16:19:34.618	00:00:00.617	29	492.7333	440.1939	0.6526391	0.251937	551.8915	4.891911	0	493.8834	477.0506	0.3347413	0.2644129	548.9493	4.949903	0	0	493	459						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		353	277	617920	17809091060	
638	16:19:34.638	00:00:00.637	30	510.8876	465.6459	0.6519498	0.2514822	551.8915	4.794434	0	507.2669	501.5932	0.3339357	0.2640178	548.9493	4.973052	0	0	509	484						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		369	302	637792	17809110932	
658	16:19:34.658	00:00:00.657	31	501.6571	452.3653	0.6516068	0.2510291	551.8915	4.812146	0	504.9201	501.3573	0.3335301	0.2635902	548.9493	4.977371	0	0	503	477						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		363	295	657790	17809130930	
678	16:19:34.678	00:00:00.677	32	501.4613	443.6593	0.6516104	0.2504528	550.9377	4.832136	0	504.0613	502.9872	0.3335047	0.2629856	548.4873	4.977615	0	0	503	473						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		363	291	677698	17809150838	
698	16:19:34.698	00:00:00.697	33	500.5592	469.9938	0.6518713	0.2498117	550.9377	4.839532	0	513.1146	476.898	0.3336443	0.2622218	548.4873	5.125855	0	0	507	473						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		367	291	697684	17809170824	
718	16:19:34.718	00:00:00.717	34	512.3406	467.3683	0.652227	0.2491241	550.9377	4.76267	0	499.7166	460.7721	0.3340126	0.261542	548.4873	5.036905	0	0	506	464						1970.34med_resized.jpg	0	1000	659	140	182	362	284	299	0	Content		366	282	717673	17809190813	
