System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 49
Recording date:	 05/04/2009
Recording time:	 13:55:39
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:02:03

Participant:	 47
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1947.445low.JPG																	
39	13:55:39.039	00:00:00.039	0	-1280	-1024	0.9334069	0.5847481	-1	-1	4	-1280	-1024	0.6509432	0.577464	-1	-1	4		0	0						1947.445low.JPG	0	414	332	433	346				0	Content		-433	-346	39476	9174232351	
59	13:55:39.059	00:00:00.059	1	627.0865	499.2239	0.9358879	0.5883068	529.2371	4.122252	0	650.2662	460.6609	0.6535838	0.5806883	525.0889	4.191747	0	0	639	480						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		206	134	59352	9174252227	
79	13:55:39.079	00:00:00.079	2	616.388	522.8275	0.9381622	0.5913976	528.9843	4.395891	0	650.9946	466.4456	0.6559679	0.5835691	524.8068	4.21724	0	0	634	495						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		201	149	79373	9174272248	
99	13:55:39.099	00:00:00.099	3	639.9514	491.1255	0.9404746	0.5938368	528.3083	4.298353	0	655.0565	468.8064	0.6582764	0.5858755	524.3853	4.238721	0	0	648	480						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		215	134	99241	9174292116	
119	13:55:39.119	00:00:00.119	4	657.126	523.9499	0.9425686	0.595273	528.1042	4.324835	0	665.0007	464.8924	0.660614	0.5870527	524.321	4.248334	0	0	661	494						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		228	148	119234	9174312109	
139	13:55:39.139	00:00:00.139	5	628.0999	515.5449	0.9445246	0.5958264	527.9036	4.183106	0	624.9089	435.5796	0.6625451	0.5872862	524.2768	4.238098	0	0	627	476						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		194	130	139117	9174331992	
159	13:55:39.159	00:00:00.159	6	617.7764	537.0399	0.9463394	0.5954876	528.1072	4.265238	0	659.0595	471.7589	0.6645429	0.5867122	524.199	4.492085	0	0	638	504						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		205	158	159134	9174352009	
179	13:55:39.179	00:00:00.178	7	627.7495	531.6147	0.9482204	0.5944489	528.1059	4.437074	0	653.4795	433.9033	0.6663879	0.5851831	523.9027	4.322961	0	0	641	483						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		208	137	178985	9174371860	
199	13:55:39.199	00:00:00.198	8	621.413	491.9644	0.9500543	0.5931914	528.2457	4.432181	0	673.8965	452.3602	0.6681629	0.5837788	523.8989	4.566208	0	0	648	472						1947.445low.JPG	0	414	332	433	346	228	195	2113	0	Content		215	126	198977	9174391852	
