System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 08
Recording date:	 01/04/2009
Recording time:	 12:19:53
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:01:46

Participant:	 P5
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1964.287med.JPG																	
26	12:19:53.026	00:00:00.025	0	615.2441	443.3808	0.6051835	0.4940081	707.2186	3.079584	0	610.0078	454.2773	0.3589034	0.4900589	694.6832	3.109051	0	0	613	449						1964.287med.JPG	0	894	694	193	165	407	286	259	0	Content		420	284	25900	7323483694	
46	12:19:53.046	00:00:00.045	1	611.6935	432.8803	0.6048861	0.4940427	710.4649	3.081132	0	608.5395	461.8806	0.3585331	0.4901466	696.357	3.107645	0	0	610	447						1964.287med.JPG	0	894	694	193	165	407	286	259	0	Content		417	282	45898	7323503692	
66	12:19:53.066	00:00:00.065	2	602.3628	428.5657	0.6043622	0.4944433	710.4649	3.02674	0	580.8843	480.2276	0.3580076	0.4906893	696.357	2.973247	0	0	592	454						1964.287med.JPG	0	894	694	193	165	407	286	259	0	Content		399	289	65769	7323523563	
86	12:19:53.086	00:00:00.085	3	512.2548	452.9956	0.6047058	0.4947184	710.4649	2.994794	0	520.2991	449.8941	0.3584785	0.4910021	696.357	3.146387	0	0	516	451						1964.287med.JPG	0	894	694	193	165	407	286	259	0	Content		323	286	85796	7323543590	
106	12:19:53.106	00:00:00.105	4	395.3701	442.6809	0.6048809	0.49464	710.4649	3.020088	0	380.8469	436.4401	0.3592381	0.490971	696.357	3.146151	0		388	440						1964.287med.JPG	0	894	694	193	165				0	Content		195	275	105804	7323563598	
126	12:19:53.126	00:00:00.125	5	414.7427	421.7852	0.604632	0.4941382	710.4649	2.971556	0	395.4103	439.2365	0.3587756	0.4908759	696.357	3.040199	0		405	431						1964.287med.JPG	0	894	694	193	165				0	Content		212	266	125684	7323583478	
146	12:19:53.146	00:00:00.145	6	441.0426	441.4014	0.6044345	0.493676	705.4299	2.951634	0	409.301	445.4587	0.3584933	0.4905335	694.8381	3.125609	0		425	443						1964.287med.JPG	0	894	694	193	165				0	Content		232	278	145662	7323603456	
166	12:19:53.166	00:00:00.165	7	414.8859	474.0829	0.6044938	0.493195	705.4299	2.994072	0	437.6455	446.8252	0.3584944	0.4900015	694.8381	3.090441	0		426	460						1964.287med.JPG	0	894	694	193	165				0	Content		233	295	165527	7323623321	
185	12:19:53.185	00:00:00.185	8	433.8139	431.8067	0.6047049	0.4934286	705.4299	2.964985	0	377.9902	412.4836	0.3585539	0.490444	694.8381	3.050665	0		406	422						1964.287med.JPG	0	894	694	193	165				0	Content		213	257	185411	7323643205	
205	12:19:53.205	00:00:00.205	9	396.6781	449.986	0.6048803	0.4940414	705.4299	2.958012	0	396.1828	444.3234	0.3586761	0.4911968	694.8381	3.092901	0		396	447						1964.287med.JPG	0	894	694	193	165				0	Content		203	282	205409	7323663203	
225	12:19:53.225	00:00:00.225	10	400.7474	422.9267	0.6051364	0.495302	705.4299	3.069573	0	394.0318	466.0931	0.3589669	0.4924614	694.8381	3.010872	0		397	445						1964.287med.JPG	0	894	694	193	165				0	Content		204	280	225282	7323683076	
245	12:19:53.245	00:00:00.245	11	399.8391	427.3466	0.6052542	0.4962607	704.944	3.057516	0	391.0908	453.3401	0.359033	0.4933806	697.8744	3.024555	0		395	440						1964.287med.JPG	0	894	694	193	165				0	Content		202	275	245287	7323703081	
265	12:19:53.265	00:00:00.265	12	388.4608	403.5191	0.6049997	0.4965538	704.944	2.995106	0	410.513	449.3779	0.3587534	0.4936633	697.8744	3.13319	0		399	426						1964.287med.JPG	0	894	694	193	165				0	Content		206	261	265151	7323722945	
285	12:19:53.285	00:00:00.285	13	432.8501	469.1262	0.6047708	0.4959223	704.944	2.996301	0	399.7586	425.3863	0.3584438	0.4932016	697.8744	3.174981	0		416	447						1964.287med.JPG	0	894	694	193	165				0	Content		223	282	285153	7323742947	
305	12:19:53.305	00:00:00.305	14	567.16	457.1738	0.6030284	0.4954934	704.944	3.058291	0	541.7805	442.653	0.3569429	0.4927508	697.8744	3.114305	0	1	554	450						1964.287med.JPG	0	894	694	193	165	389	330	478	0	Content		361	285	305029	7323762823	
