System Properties:
Operating System:	 Microsoft Windows NT 5.1.2600 Service Pack 2
System User Name:	 hcw
Machine Name:	 RPC354

Data properties:

Recording name:	 Rec 02
Recording date:	 01/04/2009
Recording time:	 10:52:48
Recording resolution:	 1280 x 1024

Export date:	 24/10/2012
Export time:	 12:01:44

Participant:	 P0
Filter settings:

Eye: Average
Validity: Normal
Fixation filter: ClearView fixation filter
Fixation radius: 100
Min duration: 200

Timestamp	DateTimeStamp	DateTimeStampStartOffset	Number	GazePointXLeft	GazePointYLeft	CamXLeft	CamYLeft	DistanceLeft	PupilLeft	ValidityLeft	GazePointXRight	GazePointYRight	CamXRight	CamYRight	DistanceRight	PupilRight	ValidityRight	FixationIndex	GazePointX	GazePointY	Event	EventKey	Data1	Data2	Descriptor	StimuliName	StimuliID	MediaWidth	MediaHeight	MediaPosX	MediaPosY	MappedFixationPointX	MappedFixationPointY	FixationDuration	AoiIds	AoiNames	WebGroupImage	MappedGazeDataPointX	MappedGazeDataPointY	MicroSecondTimestamp	AbsoluteMicroSecondTimestamp	
0																					ImageStart	8	0	0	1995.184med.JPG																	
27	10:52:48.027	00:00:00.026	0	654.512	530.9386	0.7043294	0.3010008	757.6257	4.679507	0	573.5095	506.7272	0.4249669	0.3068513	787.2676	4.325441	0	0	614	519						1995.184med.JPG	0	661	775	309	124	302	379	239	0	Content		305	395	26712	2098039147	
47	10:52:48.047	00:00:00.046	1	633.7538	461.0173	0.7040017	0.3015356	757.6257	4.566389	0	609.8891	527.5607	0.4246912	0.3073508	787.2676	4.446545	0	0	622	494						1995.184med.JPG	0	661	775	309	124	302	379	239	0	Content		313	370	46714	2098059149	
67	10:52:48.067	00:00:00.066	2	632.3559	424.7474	0.703871	0.3023042	757.6257	4.831966	0	613.2865	524.6168	0.4245057	0.3081819	787.2676	4.265262	0	0	623	475						1995.184med.JPG	0	661	775	309	124	302	379	239	0	Content		314	351	66603	2098079038	
87	10:52:48.087	00:00:00.086	3	635.6142	444.4292	0.703989	0.3029106	756.4465	4.61346	0	617.5202	521.8773	0.4246306	0.3088307	787.8866	4.332227	0	0	627	483						1995.184med.JPG	0	661	775	309	124	302	379	239	0	Content		318	359	86597	2098099032	
106	10:52:48.106	00:00:00.106	4	-1280	-1024	0.4249408	0.3088977	-1	-1	4	463.9064	878.7141	0.4249408	0.3088977	787.8866	3.983579	0		464	879						1995.184med.JPG	0	661	775	309	124				0	Content		155	755	106492	2098118927	
126	10:52:48.126	00:00:00.126	5	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						1995.184med.JPG	0	661	775	309	124				0	Content		-309	-124	126487	2098138922	
146	10:52:48.146	00:00:00.146	6	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						1995.184med.JPG	0	661	775	309	124				0	Content		-309	-124	146346	2098158781	
166	10:52:48.166	00:00:00.166	7	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						1995.184med.JPG	0	661	775	309	124				0	Content		-309	-124	166348	2098178783	
186	10:52:48.186	00:00:00.186	8	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						1995.184med.JPG	0	661	775	309	124				0	Content		-309	-124	186212	2098198647	
206	10:52:48.206	00:00:00.206	9	-1280	-1024	-1	-1	-1	-1	4	-1280	-1024	-1	-1	-1	-1	4		0	0						1995.184med.JPG	0	661	775	309	124				0	Content		-309	-124	206221	2098218656	
226	10:52:48.226	00:00:00.226	10	-1280	-1024	0.4256755	0.3062609	-1	-1	4	650.0798	619.5118	0.4256755	0.3062609	787.8866	4.465429	0		650	620						1995.184med.JPG	0	661	775	309	124				0	Content		341	496	226085	2098238520	
246	10:52:48.246	00:00:00.246	11	-1280	-1024	0.4257835	0.3061389	-1	-1	4	650.3116	615.1384	0.4257835	0.3061389	791.108	4.483329	0		650	615						1995.184med.JPG	0	661	775	309	124				0	Content		341	491	246141	2098258576	
266	10:52:48.266	00:00:00.265	12	663.2711	382.2573	0.7051654	0.3012385	791.108	4.971904	0	642.5604	506.6352	0.4257008	0.3063539	791.108	4.659863	0	1	653	444						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		344	320	265963	2098278398	
286	10:52:48.286	00:00:00.285	13	757.7167	525.1252	0.7051007	0.3018844	738.458	4.475701	0	590.5824	527.4329	0.4256524	0.3071138	791.108	4.449651	0	1	674	526						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		365	402	285972	2098298407	
306	10:52:48.306	00:00:00.305	14	678.8809	509.8731	0.7049916	0.3024729	738.4493	4.527066	0	616.3572	522.1978	0.4256314	0.3076847	791.108	4.501877	0	1	648	516						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		339	392	305842	2098318277	
326	10:52:48.326	00:00:00.325	15	758.8342	493.5411	0.704918	0.3031263	740.7086	4.569504	0	625.5509	543.9357	0.4255778	0.3081786	791.108	4.534153	0	1	692	519						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		383	395	325842	2098338277	
346	10:52:48.346	00:00:00.345	16	731.4923	478.0538	0.7049959	0.303299	758.4689	4.70634	0	607.9318	548.8184	0.4256499	0.3084489	790.3433	4.562102	0	1	670	513						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		361	389	345720	2098358155	
366	10:52:48.366	00:00:00.365	17	718.244	448.9196	0.7051598	0.3033866	758.4689	4.962244	0	570.6114	632.3761	0.4258312	0.308537	790.3433	4.708082	0	1	644	541						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		335	417	365720	2098378155	
386	10:52:48.386	00:00:00.385	18	721.0937	491.2048	0.7052094	0.3034232	758.4689	4.952305	0	583.5568	530.8302	0.4259359	0.3087156	790.3433	4.529273	0	1	652	511						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		343	387	385589	2098398024	
406	10:52:48.406	00:00:00.405	19	686.1029	522.8228	0.7050495	0.3033733	758.4689	4.747168	0	624.499	508.2218	0.4258319	0.3088084	790.3433	4.6019	0	1	655	516						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		346	392	405598	2098418033	
426	10:52:48.426	00:00:00.425	20	642.6702	494.6205	0.7048654	0.3033978	758.4689	4.840213	0	655.7101	517.811	0.4257052	0.3089413	790.3433	4.632521	0	1	649	506						1995.184med.JPG	0	661	775	309	124	351	382	339	0	Content		340	382	425599	2098438034	
